"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx"
297470,"2224","high","med",450,350,"no","Argon-Industries","no",2,2.04284688530873
297471,"2024-X","high","low",425,400,"yes","MasterAlloys","yes",2,2.00233841264516
297472,"2024-X","high","med",400,475,"uncertain","Argon-Industries","no",5,1.9475532955705
297473,"7055","low","high",575,425,"no","MasterAlloys","no",5,1.80646764857266
297474,"7075-T6","high","low",500,325,"yes","L27","no",2,1.86622549466295
297475,"7055","high","med",400,375,"no","L27","no",2,1.97907092313242
297476,"7068","high","med",425,350,"no","Argon-Industries","no",2,2.01585666100986
297477,"2324","low","low",500,475,"no","L27","no",4,1.86770079448001
297478,"7475","high","high",425,325,"uncertain","MasterAlloys","no",4,2.12350099246743
297479,"6063","high","low",525,400,"no","MasterAlloys","no",2,1.93588576246084
297480,"2024-T3","high","high",475,475,"yes","Argon-Industries","no",1,1.9597454570126
297481,"7068","low","low",525,325,"yes","L27","no",2,2.17572141440202
297482,"2024-X","low","low",600,350,"yes","Argon-Industries","no",2,1.72241901184732
297483,"7068","med","low",575,400,"no","MasterAlloys","no",2,1.90473379308665
297484,"2324","low","high",425,300,"no","L27","yes",2,1.6279589487863
297485,"7055","high","low",525,425,"yes","L27","no",5,1.88844808321153
297486,"5052","med","low",475,300,"no","Argon-Industries","no",5,1.77857121974689
297487,"5052","low","low",550,450,"no","Argon-Industries","no",1,1.74863635596157
297488,"5052","low","low",600,300,"no","MasterAlloys","no",2,1.98819864985785
297489,"7055","high","low",500,400,"no","Argon-Industries","no",5,1.8419267679187
297490,"7055","med","med",475,475,"no","Argon-Industries","no",3,1.8427310807218
297491,"7055","high","low",550,350,"no","L27","no",2,1.9819056371229
297492,"2024-X","high","high",475,350,"no","Argon-Industries","no",5,1.83465340736066
297493,"2324","high","low",550,425,"no","Argon-Industries","no",3,1.67427456679075
297494,"7055","high","high",575,300,"no","Argon-Industries","no",5,2.06523771568697
297495,"2024-X","med","low",400,375,"no","L27","no",5,2.13596521618998
297496,"7055","low","low",550,450,"no","Argon-Industries","no",5,1.93381956771696
297497,"2324","high","high",425,350,"no","Argon-Industries","no",5,1.98679297745491
297498,"7075-T6","high","high",550,500,"no","L27","no",5,2.07213083504947
297499,"2324","high","med",525,375,"no","Argon-Industries","no",2,1.74176183523587
297500,"2024-X","high","med",550,400,"no","Argon-Industries","no",1,2.00665336158074
297501,"7068","high","med",425,450,"no","Argon-Industries","yes",5,1.85664595863091
297502,"2024-T3","high","low",400,375,"no","Argon-Industries","no",2,1.80779300152754
297503,"2024-X","med","low",425,325,"uncertain","Argon-Industries","no",2,1.83110030274052
297504,"2024-X","low","low",475,325,"no","L27","no",2,1.99824572775038
297505,"7068","med","low",475,375,"no","L27","no",1,1.52542174318053
297506,"2324","low","high",575,300,"no","L27","no",2,1.83204091979965
297507,"2024-X","med","high",500,400,"no","Argon-Industries","no",2,1.9096551076092
297508,"7475","low","med",450,325,"no","L27","no",2,1.96363899831434
297509,"7075-T6","high","high",525,475,"no","Argon-Industries","no",5,2.11156422004924
297510,"2024-T3","low","high",400,325,"no","Argon-Industries","no",2,1.93855258929743
297511,"6063","med","high",400,375,"no","Argon-Industries","no",3,2.00804482387521
297512,"7475","low","low",400,325,"no","MasterAlloys","no",3,1.61528182998873
297513,"5052","low","low",575,500,"uncertain","L27","no",2,1.97817585913069
297514,"2324","low","high",500,475,"no","L27","no",5,1.68124425228126
297515,"6063","high","high",450,500,"no","Argon-Industries","no",5,1.83381814151482
297516,"7055","low","high",450,400,"no","Argon-Industries","no",2,1.98399894069118
297517,"6061","med","med",550,375,"no","Argon-Industries","no",3,1.70322363110288
297518,"7475","high","low",575,425,"no","Argon-Industries","no",2,1.91142546433172
297519,"7475","high","high",425,500,"no","MasterAlloys","no",2,1.97096566281859
297520,"7068","high","low",550,425,"no","Argon-Industries","no",5,2.12060738110673
297521,"2224","low","med",575,400,"no","Argon-Industries","no",2,2.20339306693372
297522,"7055","high","high",475,350,"uncertain","L27","no",4,1.8304294537876
297523,"2324","high","low",525,350,"uncertain","L27","no",2,1.96126490676253
297524,"5052","low","med",425,325,"yes","Argon-Industries","no",2,1.9986713776774
297525,"7055","high","low",475,500,"no","Argon-Industries","no",2,2.08647689587079
297526,"2024-T3","low","med",400,300,"no","MasterAlloys","no",2,2.07900534430423
297527,"7068","high","high",475,400,"no","Argon-Industries","yes",2,1.72287099666544
297528,"2224","low","med",550,450,"uncertain","L27","no",5,1.94108674464213
297529,"7055","high","low",600,350,"no","Argon-Industries","no",2,1.90595223389357
297530,"7068","low","low",450,450,"no","L27","no",2,1.8681927527028
297531,"2224","high","low",425,475,"yes","L27","no",2,1.89213669442893
297532,"2324","med","high",400,475,"yes","Argon-Industries","no",2,2.1075840497713
297533,"6061","high","med",400,450,"no","Argon-Industries","no",2,1.8202663133471
297534,"2024-X","high","med",475,400,"no","Argon-Industries","no",2,1.80950082242519
297535,"2224","high","high",450,475,"no","Argon-Industries","no",5,1.8390711327804
297536,"7475","high","high",575,425,"no","MasterAlloys","no",5,2.03793749195862
297537,"7055","med","low",575,475,"yes","L27","no",4,2.0768521402408
297538,"7075-T6","med","low",400,325,"no","L27","no",4,2.06685455591201
297539,"7055","high","low",550,375,"no","MasterAlloys","no",1,1.78569661575019
297540,"6061","high","low",425,450,"no","L27","no",5,1.79940862306757
297541,"5052","high","high",550,450,"yes","Argon-Industries","no",2,2.04192136090174
297542,"2024-T3","high","med",550,450,"no","MasterAlloys","no",2,2.12855334170134
297543,"6061","low","med",550,350,"no","L27","no",3,2.05796889950077
297544,"7475","high","low",400,300,"no","MasterAlloys","no",5,1.86625395069449
297545,"7475","high","low",525,300,"no","MasterAlloys","no",4,1.92158348072345
297546,"7068","low","med",500,300,"no","Argon-Industries","no",2,1.78162386533129
297547,"2024-T3","high","low",400,350,"no","L27","no",2,1.78436705200214
297548,"2224","med","low",450,500,"no","MasterAlloys","no",2,1.830170845821
297549,"5052","high","low",500,425,"uncertain","Argon-Industries","no",5,1.98296793198247
297550,"7055","med","high",450,375,"uncertain","Argon-Industries","no",5,1.84261551588151
297551,"7075-T6","high","high",550,400,"no","Argon-Industries","no",2,2.04341342228594
297552,"7068","high","med",575,350,"uncertain","MasterAlloys","yes",2,1.81109886811751
297553,"2224","med","low",450,425,"no","L27","no",5,2.09797008381219
297554,"2224","high","high",550,425,"no","L27","no",3,2.04540736516126
297555,"5052","high","low",450,300,"no","MasterAlloys","no",4,2.00290613192139
297556,"6063","med","med",500,325,"no","Argon-Industries","no",5,2.04554322211744
297557,"6063","high","med",400,450,"no","Argon-Industries","no",2,1.89322943031496
297558,"7475","high","low",525,500,"yes","MasterAlloys","no",2,1.47856982725995
297559,"2324","med","med",500,450,"no","L27","no",2,1.90425288245254
297560,"7075-T6","low","high",425,400,"no","L27","no",5,2.05817517691044
297561,"7075-T6","med","med",425,300,"no","Argon-Industries","no",5,1.97983770669571
297562,"6063","low","low",600,475,"no","MasterAlloys","no",4,2.14062926412446
297563,"2324","low","low",475,450,"no","Argon-Industries","no",5,1.97309888833235
297564,"5052","high","med",475,325,"yes","Argon-Industries","no",2,2.06407418379336
297565,"2024-X","low","med",600,425,"no","Argon-Industries","no",2,2.01228836043957
297566,"7075-T6","low","low",600,300,"no","L27","no",4,1.87985822497525
297567,"7475","high","med",475,450,"uncertain","Argon-Industries","yes",5,2.10647897606388
297568,"2024-T3","high","low",550,450,"no","MasterAlloys","no",5,2.27045930563356
297569,"2024-X","high","low",550,425,"no","MasterAlloys","no",2,2.01595028353978
297570,"6063","high","high",575,325,"no","MasterAlloys","no",5,2.17520795741884
297571,"2024-X","high","med",575,350,"yes","Argon-Industries","no",2,2.03132959522084
297572,"7075-T6","high","low",400,500,"uncertain","Argon-Industries","no",5,1.99313225926868
297573,"6063","low","high",525,350,"no","Argon-Industries","no",2,2.06415143043597
297574,"2024-T3","low","med",400,500,"no","Argon-Industries","no",5,2.08840117009104
297575,"2224","low","low",550,375,"no","L27","no",5,1.93133949017283
297576,"2324","low","med",475,350,"no","Argon-Industries","no",5,1.92035412233821
297577,"7055","low","med",525,375,"yes","L27","no",2,1.94890055365193
297578,"6061","high","med",500,300,"no","Argon-Industries","no",2,1.97120489646491
297579,"2224","low","low",575,350,"yes","Argon-Industries","no",2,2.08048894381951
297580,"2024-T3","high","high",525,300,"no","Argon-Industries","no",2,1.91033545467315
297581,"7075-T6","low","med",450,500,"no","Argon-Industries","no",2,2.046915574011
297582,"2024-T3","high","med",550,400,"no","MasterAlloys","no",2,1.72559251615392
297583,"2024-T3","med","high",400,400,"yes","L27","no",2,1.90249578444263
297584,"7475","high","low",500,300,"yes","MasterAlloys","no",2,1.94204166239471
297585,"7055","low","low",600,325,"no","MasterAlloys","no",1,1.81985891241316
297586,"2224","low","low",575,425,"no","Argon-Industries","no",2,2.09479488732826
297587,"2024-X","med","low",600,300,"no","Argon-Industries","no",2,1.84599878185526
297588,"7075-T6","high","high",525,500,"no","MasterAlloys","no",2,1.96444967404989
297589,"7075-T6","low","low",450,300,"no","L27","no",2,2.03084027360039
297590,"7475","med","low",400,350,"no","Argon-Industries","no",3,1.84315126087993
297591,"6061","high","med",400,450,"yes","MasterAlloys","no",3,2.01310132225588
297592,"7068","low","low",600,400,"no","MasterAlloys","no",1,2.09066222118596
297593,"7055","high","low",500,350,"no","Argon-Industries","no",2,1.73656652928241
297594,"6061","med","low",575,325,"uncertain","Argon-Industries","no",2,1.64903068655549
297595,"2324","low","high",475,475,"no","Argon-Industries","no",5,1.90361533583147
297596,"7475","med","low",550,500,"yes","MasterAlloys","no",2,1.95370142299688
297597,"7055","high","high",575,475,"no","MasterAlloys","no",2,2.07967504753672
297598,"7068","high","low",450,425,"no","Argon-Industries","no",4,2.02390475988665
297599,"2024-T3","high","med",550,425,"no","L27","no",2,1.47678048468487
297600,"2024-X","low","med",600,325,"yes","L27","no",5,1.84503257717676
297601,"7055","low","low",550,325,"yes","L27","no",5,1.82335372684596
297602,"2024-X","low","high",450,300,"no","L27","no",2,1.97295761210976
297603,"2324","high","high",475,425,"no","L27","no",2,1.54904725473399
297604,"2224","high","low",450,500,"yes","MasterAlloys","no",2,1.94278485162076
297605,"2024-X","low","low",525,325,"no","Argon-Industries","no",5,1.84781481596049
297606,"7475","high","high",550,425,"no","Argon-Industries","no",2,1.8536648692265
297607,"2224","med","high",550,475,"no","Argon-Industries","no",2,1.90112748949556
297608,"2024-T3","med","low",525,350,"no","Argon-Industries","no",3,1.99579507795638
297609,"6061","high","low",450,475,"no","Argon-Industries","no",5,2.0657977277828
297610,"7068","high","low",550,425,"no","L27","no",4,1.81623135974368
297611,"7075-T6","high","med",425,375,"no","MasterAlloys","no",4,2.02014482810494
297612,"6061","high","low",550,425,"yes","L27","no",2,1.71853061637332
297613,"2224","high","low",450,475,"no","MasterAlloys","no",5,1.91698647833583
297614,"7055","low","med",500,325,"no","Argon-Industries","no",1,2.19463487312911
297615,"6061","high","low",525,400,"no","L27","no",4,1.63607311629045
297616,"7055","low","high",400,325,"no","MasterAlloys","no",2,2.03773764714551
297617,"7075-T6","high","low",475,425,"no","L27","no",5,2.04255939754038
297618,"6063","low","low",550,325,"no","Argon-Industries","no",2,1.86039623301479
297619,"2224","high","high",475,350,"no","Argon-Industries","no",3,1.87510262237695
297620,"7068","high","low",600,350,"uncertain","Argon-Industries","no",2,1.72732380545111
297621,"6063","low","low",475,500,"no","Argon-Industries","no",4,2.02795059582612
297622,"5052","low","low",575,475,"no","Argon-Industries","no",2,1.94047826918534
297623,"7475","high","high",500,500,"no","Argon-Industries","no",3,1.89352944992981
297624,"7075-T6","low","med",450,375,"no","L27","no",2,2.10712880653931
297625,"7075-T6","low","med",400,350,"no","L27","no",2,1.92816442309703
297626,"6063","med","med",600,500,"no","L27","no",2,1.78806648400958
297627,"2024-T3","high","high",425,475,"no","MasterAlloys","no",5,1.75140560812614
297628,"2324","high","low",400,325,"no","Argon-Industries","no",2,1.86834614867479
297629,"2324","high","med",600,475,"no","Argon-Industries","no",2,2.05549774107959
297630,"2024-T3","high","med",400,475,"yes","Argon-Industries","no",5,1.88943131807691
297631,"2024-X","med","high",600,475,"no","L27","no",2,1.89544437930403
297632,"7075-T6","low","high",425,300,"no","MasterAlloys","no",5,1.77678335643223
297633,"7055","low","low",575,300,"yes","L27","no",2,1.93829383285155
297634,"7068","med","high",600,425,"no","Argon-Industries","no",1,1.92490120039863
297635,"7475","low","low",425,300,"no","Argon-Industries","no",5,2.19878737278856
297636,"7075-T6","high","high",425,425,"yes","Argon-Industries","no",2,2.06470200025455
297637,"2324","med","low",575,300,"no","Argon-Industries","no",2,1.86336273200244
297638,"5052","high","low",500,300,"no","Argon-Industries","no",5,1.76421180722479
297639,"6063","high","low",575,350,"no","L27","no",2,1.94390439080981
297640,"7068","med","high",525,425,"no","Argon-Industries","no",4,1.76564494237818
297641,"7475","high","high",575,375,"yes","Argon-Industries","no",1,1.92555438825317
297642,"2324","high","med",600,325,"yes","L27","no",1,2.32033323632672
297643,"7055","low","high",475,500,"no","MasterAlloys","no",4,1.94542989490959
297644,"7068","high","high",475,400,"yes","L27","no",5,1.83765996254232
297645,"7068","high","low",400,325,"yes","Argon-Industries","no",4,2.2233913562022
297646,"2324","med","low",575,350,"no","Argon-Industries","no",2,1.76277614491148
297647,"2024-T3","high","med",550,350,"no","Argon-Industries","no",3,1.89806072107106
297648,"6061","med","low",575,475,"no","MasterAlloys","no",2,1.95859377781962
297649,"6063","low","high",400,475,"no","Argon-Industries","no",2,1.8273212934248
297650,"2024-X","high","low",575,300,"no","Argon-Industries","no",2,1.80965830660091
297651,"2024-T3","high","low",450,325,"no","Argon-Industries","no",2,2.08423762470568
297652,"2024-X","high","low",575,475,"yes","Argon-Industries","no",1,1.89502186034473
297653,"2224","med","low",425,300,"no","MasterAlloys","no",4,1.88163446456713
297654,"7055","high","low",450,325,"no","MasterAlloys","no",2,1.84780016205077
297655,"6061","high","high",500,500,"no","MasterAlloys","no",5,2.15183776373514
297656,"6063","low","low",525,450,"no","L27","yes",2,1.9982586960927
297657,"6063","med","med",450,425,"yes","Argon-Industries","no",2,2.01455957660224
297658,"2024-X","high","high",425,325,"no","Argon-Industries","no",2,1.96119722561558
297659,"7075-T6","med","low",575,350,"no","Argon-Industries","no",3,2.06707583559043
297660,"6061","high","med",400,400,"no","Argon-Industries","no",2,1.6266844671073
297661,"7075-T6","high","med",550,450,"no","Argon-Industries","no",2,2.00724301486056
297662,"2024-X","high","low",525,400,"no","MasterAlloys","no",2,1.98980727498088
297663,"6061","high","low",550,325,"no","L27","no",2,1.85804396615816
297664,"7075-T6","low","high",575,350,"no","Argon-Industries","no",2,1.91876542053714
297665,"2324","high","low",450,400,"no","L27","no",3,2.00938299821699
297666,"2024-X","low","low",475,375,"no","Argon-Industries","no",1,2.10759664470932
297667,"6061","low","low",550,350,"no","MasterAlloys","no",2,2.16102135115385
297668,"7075-T6","low","med",500,425,"no","Argon-Industries","yes",5,2.02071331576614
297669,"6063","high","low",400,425,"no","MasterAlloys","no",4,2.13436751287374
297670,"2224","med","med",500,475,"no","Argon-Industries","no",5,1.52905037208134
297671,"2024-X","low","low",500,350,"no","Argon-Industries","no",2,2.06437619317528
297672,"7075-T6","low","low",550,425,"uncertain","MasterAlloys","no",5,1.81438754649028
297673,"7075-T6","low","low",450,425,"no","Argon-Industries","no",3,1.64595365184526
297674,"2324","low","med",575,300,"no","Argon-Industries","no",4,2.00706442967517
297675,"7475","low","low",575,400,"uncertain","MasterAlloys","no",2,1.64381008203221
297676,"7075-T6","high","low",400,475,"yes","L27","no",2,1.9463753324347
297677,"2024-T3","high","high",575,300,"no","L27","no",5,1.99650323375116
297678,"2324","high","low",575,350,"no","L27","no",2,1.88273726705175
297679,"7475","high","med",450,450,"no","Argon-Industries","no",1,2.00765601391898
297680,"7068","low","low",525,500,"no","MasterAlloys","no",2,1.87080406466855
297681,"2024-X","low","high",500,400,"no","Argon-Industries","no",5,1.5626971075352
297682,"2324","med","high",500,425,"no","L27","no",1,1.90425757303381
297683,"7068","med","low",550,350,"no","Argon-Industries","yes",5,1.79609830552174
297684,"5052","high","high",525,425,"no","Argon-Industries","no",3,1.82619061721754
297685,"7475","med","high",450,500,"yes","L27","no",5,1.91045731677284
297686,"7068","high","low",575,500,"uncertain","Argon-Industries","no",5,2.05862046467122
297687,"5052","low","med",575,375,"no","Argon-Industries","no",5,2.04818653260537
297688,"2224","high","low",425,500,"no","L27","no",5,2.09365749755637
297689,"7055","high","low",400,350,"no","Argon-Industries","no",5,1.87161522524179
297690,"7055","high","med",475,375,"yes","L27","no",2,1.74221100518214
297691,"2324","high","low",425,325,"no","L27","no",2,1.93316841198944
297692,"2024-X","low","high",550,400,"no","L27","no",2,2.04789538323017
297693,"7068","high","high",400,300,"no","MasterAlloys","no",2,2.08991387483573
297694,"2224","low","low",500,450,"yes","L27","no",4,1.99645492929607
297695,"2324","med","low",575,300,"no","Argon-Industries","yes",2,1.97482750131781
297696,"6063","low","med",600,300,"no","Argon-Industries","no",2,1.93034063584632
297697,"6063","med","low",600,425,"no","Argon-Industries","no",2,1.83528752438202
297698,"2024-T3","low","low",550,350,"no","MasterAlloys","no",2,1.95276725914301
297699,"7075-T6","low","high",425,300,"no","MasterAlloys","no",2,2.04405102984977
297700,"2224","med","low",575,425,"yes","L27","no",2,1.93783735951235
297701,"5052","low","low",400,325,"no","L27","no",2,1.79755427076373
297702,"2024-X","med","low",475,475,"uncertain","L27","no",2,1.81559759976197
297703,"2324","med","low",525,325,"no","Argon-Industries","no",2,2.18110509556078
297704,"7075-T6","high","high",400,425,"uncertain","L27","no",5,2.06619207968292
297705,"5052","high","low",475,400,"no","MasterAlloys","no",5,1.95080460212185
297706,"6063","low","low",575,375,"no","L27","no",1,2.04115932311688
297707,"7475","low","high",525,300,"no","Argon-Industries","no",2,1.97257407723226
297708,"7475","high","low",400,350,"no","L27","no",5,2.06830062523472
297709,"2224","low","high",550,425,"no","L27","no",1,2.07803090141444
297710,"7055","low","low",400,475,"no","L27","no",2,2.05849349557743
297711,"7475","med","low",600,325,"yes","Argon-Industries","no",5,1.96904799595164
297712,"2224","med","med",600,475,"no","L27","yes",2,1.89196900932424
297713,"6063","med","low",525,375,"no","MasterAlloys","no",2,1.99380721783921
297714,"6061","high","low",525,475,"no","Argon-Industries","yes",2,2.03674600234239
297715,"7068","med","low",400,450,"no","MasterAlloys","no",5,1.90756045799964
297716,"7055","low","low",400,500,"yes","L27","no",5,2.05803358683254
297717,"6061","low","high",550,375,"no","Argon-Industries","no",2,2.09201754020967
297718,"2024-T3","med","low",600,350,"no","MasterAlloys","no",2,2.10764644479888
297719,"2324","low","low",425,450,"no","Argon-Industries","no",1,1.99129869386976
297720,"7475","med","low",525,400,"yes","L27","no",2,1.47281882796391
297721,"5052","low","low",550,400,"no","MasterAlloys","no",2,1.88488293866184
297722,"2324","high","low",425,400,"no","L27","no",5,2.17303143925399
297723,"6061","high","high",475,350,"yes","Argon-Industries","no",2,1.82761150473196
297724,"7068","low","low",450,350,"uncertain","Argon-Industries","no",2,1.9888102975838
297725,"7075-T6","low","low",525,450,"no","Argon-Industries","no",1,1.70092357612138
297726,"7075-T6","med","low",575,375,"no","MasterAlloys","no",2,1.98834626894541
297727,"5052","high","med",550,450,"no","Argon-Industries","no",2,1.90736804040147
297728,"5052","low","low",425,425,"no","Argon-Industries","no",2,2.05577684655318
297729,"2224","high","low",450,325,"no","Argon-Industries","no",2,1.77804602825032
297730,"2024-X","med","low",475,475,"yes","Argon-Industries","no",2,1.91162062805535
297731,"2324","low","high",400,425,"uncertain","L27","no",2,2.03357515856968
297732,"7055","low","med",450,350,"no","L27","no",4,1.58372935104423
297733,"7475","med","high",500,450,"yes","L27","no",5,1.88932887406636
297734,"7475","high","med",450,450,"no","Argon-Industries","no",2,2.02717031079188
297735,"2224","low","low",575,425,"yes","Argon-Industries","no",2,2.00959902453675
297736,"2024-T3","high","high",600,425,"yes","Argon-Industries","no",4,1.87021016087731
297737,"7055","med","low",425,400,"no","Argon-Industries","no",5,2.08822386856525
297738,"7475","high","low",500,475,"no","MasterAlloys","no",2,2.01463597167981
297739,"6061","med","low",575,425,"no","Argon-Industries","no",5,1.83964138123693
297740,"7075-T6","low","low",550,425,"no","L27","no",2,1.72920799680967
297741,"7475","high","low",450,300,"yes","Argon-Industries","no",2,2.00752495829953
297742,"2024-T3","high","high",400,475,"yes","L27","no",2,2.00161631310948
297743,"6063","high","low",475,400,"no","L27","no",2,1.82681750282258
297744,"2324","high","low",550,300,"no","Argon-Industries","no",2,2.07878388422092
297745,"6063","low","low",550,400,"no","Argon-Industries","no",5,1.93669310647073
297746,"2024-T3","low","low",600,400,"no","Argon-Industries","no",5,1.86912185205704
297747,"7068","high","high",525,300,"uncertain","L27","no",2,1.99698121428875
297748,"2224","high","med",450,450,"no","Argon-Industries","no",2,2.10401887464812
297749,"7075-T6","high","med",500,325,"yes","L27","no",5,1.99323961896295
297750,"5052","low","med",400,425,"no","Argon-Industries","no",5,1.71059738460003
297751,"7055","low","med",400,475,"no","Argon-Industries","no",3,2.1288226189095
297752,"7055","med","low",600,375,"no","Argon-Industries","no",5,1.83537186282017
297753,"2024-T3","high","high",450,400,"no","MasterAlloys","no",5,1.75835543581425
297754,"2324","high","high",475,300,"no","Argon-Industries","no",1,1.99652170373595
297755,"6061","med","low",450,500,"no","L27","no",2,2.0782121418587
297756,"2324","med","low",400,350,"no","Argon-Industries","no",2,2.14913577217679
297757,"7068","med","med",400,450,"no","MasterAlloys","no",2,1.96327546239656
297758,"2224","high","low",450,450,"no","L27","no",5,1.7621747289129
297759,"7055","med","low",450,375,"no","Argon-Industries","no",2,1.87705073103612
297760,"7055","med","low",500,375,"no","MasterAlloys","no",5,2.15015434080255
297761,"7075-T6","low","med",475,425,"no","Argon-Industries","no",5,2.05969581646027
297762,"2024-T3","low","high",575,325,"no","L27","no",5,1.84793444295777
297763,"2024-T3","low","high",500,450,"no","L27","no",2,1.91971453400612
297764,"7075-T6","med","med",600,425,"no","Argon-Industries","no",2,2.05258037725645
297765,"2024-T3","high","low",575,375,"no","L27","no",5,2.09150212912651
297766,"7068","high","low",525,325,"no","L27","no",2,2.1287709610844
297767,"6063","high","low",600,400,"yes","L27","no",2,1.87621951764451
297768,"6061","low","med",575,300,"no","L27","no",5,1.91773916315034
297769,"2024-X","med","low",475,475,"uncertain","Argon-Industries","no",3,1.91459363178052
297770,"7055","high","med",425,475,"no","Argon-Industries","no",5,1.85156331653416
297771,"2024-T3","low","low",550,500,"no","L27","no",2,1.867205204153
297772,"5052","low","low",550,400,"no","MasterAlloys","no",4,1.89764350045029
297773,"6061","low","low",525,500,"no","MasterAlloys","no",2,1.82489821206558
297774,"5052","high","med",475,300,"no","L27","no",2,1.60251204827601
297775,"2024-T3","high","high",400,425,"no","Argon-Industries","no",2,1.8740687546904
297776,"2224","med","high",400,325,"no","MasterAlloys","no",2,1.79385070657285
297777,"7075-T6","med","high",425,325,"no","Argon-Industries","no",1,2.10453208507163
297778,"7475","med","low",600,450,"no","L27","no",5,1.97930705359517
297779,"2024-T3","med","med",500,300,"no","MasterAlloys","no",2,1.85892833236069
297780,"2024-X","high","low",450,400,"no","MasterAlloys","no",2,2.01962030315274
297781,"7055","low","low",525,450,"no","MasterAlloys","yes",5,1.95408559014966
297782,"5052","high","med",600,475,"no","Argon-Industries","no",5,2.14154858425549
297783,"7475","low","low",575,475,"no","Argon-Industries","no",5,1.97963540468519
297784,"7055","high","low",575,300,"no","Argon-Industries","no",5,1.76989742599217
297785,"7055","high","high",525,475,"yes","Argon-Industries","no",2,1.74096071594416
297786,"2024-X","low","low",525,425,"yes","Argon-Industries","no",1,1.72408708937643
297787,"5052","low","high",425,500,"no","L27","no",5,1.90199001982488
297788,"2224","high","med",450,350,"no","Argon-Industries","no",4,1.89136218631625
297789,"2024-T3","low","low",525,475,"no","Argon-Industries","no",5,1.75899088038061
297790,"7075-T6","low","low",425,425,"yes","Argon-Industries","no",2,1.97719274639473
297791,"7068","high","low",550,325,"no","Argon-Industries","no",3,2.11871777856104
297792,"2024-T3","high","med",575,475,"no","L27","no",2,1.61303798011672
297793,"7075-T6","high","high",425,300,"uncertain","Argon-Industries","no",2,1.8178968708283
297794,"7475","high","low",425,375,"no","Argon-Industries","no",4,1.81602721976762
297795,"2324","low","high",550,375,"no","L27","no",2,1.86255439486472
297796,"5052","high","low",475,375,"no","Argon-Industries","no",4,2.16019393185808
297797,"7075-T6","med","low",400,425,"no","MasterAlloys","no",2,1.86592381451321
297798,"2224","med","high",525,500,"no","Argon-Industries","no",5,1.76639328187992
297799,"2024-X","med","med",550,375,"no","L27","no",5,2.01077234068396
297800,"7075-T6","high","low",500,425,"yes","L27","no",5,2.04571768288587
297801,"7075-T6","low","low",525,425,"no","MasterAlloys","no",1,1.7401714129154
297802,"7075-T6","med","low",450,325,"uncertain","MasterAlloys","no",2,1.83634767718215
297803,"7075-T6","med","low",475,300,"no","Argon-Industries","no",2,2.0804230431582
297804,"2024-X","low","high",500,325,"uncertain","L27","no",5,2.11147131942796
297805,"6063","med","low",600,350,"no","L27","no",2,2.18959934598525
297806,"2024-X","med","high",525,300,"uncertain","Argon-Industries","no",5,1.78351128178153
297807,"5052","high","low",475,475,"no","MasterAlloys","no",5,1.69716766703371
297808,"7055","high","med",600,400,"no","Argon-Industries","no",5,2.01454188356644
297809,"7475","high","high",500,450,"no","Argon-Industries","no",5,1.88993776814523
297810,"7068","high","low",400,500,"yes","Argon-Industries","no",5,2.22377922273341
297811,"2224","high","high",475,325,"no","L27","no",2,2.16783362772593
297812,"6063","high","high",525,475,"yes","L27","yes",5,1.95572449208883
297813,"7075-T6","med","med",425,425,"yes","Argon-Industries","no",5,1.97671368202835
297814,"6061","high","low",425,350,"no","L27","no",2,1.8047201335355
297815,"2324","high","med",575,350,"no","L27","no",4,2.04564580756747
297816,"6061","low","low",550,350,"no","MasterAlloys","no",4,1.9594357083301
297817,"7068","low","low",450,375,"yes","MasterAlloys","no",5,2.18203165607924
297818,"2324","med","low",450,300,"no","Argon-Industries","no",5,1.97741429890625
297819,"5052","high","med",475,450,"no","L27","no",2,1.87521464006746
297820,"7075-T6","high","low",500,375,"uncertain","Argon-Industries","no",4,2.06218310123525
297821,"2224","low","high",450,375,"no","Argon-Industries","no",5,1.91792087867454
297822,"7068","low","low",450,375,"no","Argon-Industries","no",2,1.69659250490129
297823,"5052","high","low",450,425,"yes","MasterAlloys","no",2,1.738308281714
297824,"7068","low","high",400,425,"no","Argon-Industries","no",2,1.92575037987714
297825,"7068","high","med",500,450,"no","MasterAlloys","no",1,2.04118214623553
297826,"2024-T3","high","high",600,400,"yes","Argon-Industries","no",2,1.87229934548441
297827,"5052","med","med",500,300,"no","L27","no",5,2.26023217194818
297828,"2324","med","low",525,325,"no","Argon-Industries","yes",3,2.08304707206375
297829,"7068","high","med",475,325,"no","Argon-Industries","no",5,2.01492164833606
297830,"2024-T3","high","high",400,475,"no","L27","no",4,2.11215376783757
297831,"7075-T6","med","high",450,450,"no","Argon-Industries","yes",1,1.75915974156455
297832,"7068","high","high",475,325,"no","Argon-Industries","no",2,1.9823458510882
297833,"6061","high","high",400,375,"no","Argon-Industries","no",2,1.89665442100671
297834,"2024-T3","high","low",550,400,"no","Argon-Industries","no",2,2.06700998755416
297835,"2324","low","high",400,475,"no","Argon-Industries","no",4,2.29153984655865
297836,"2224","high","low",600,350,"no","L27","no",4,2.06530993822478
297837,"2024-T3","high","med",475,300,"no","Argon-Industries","no",5,2.18317660205208
