"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx","y_passXtremeDurability"
111176,"2024-X","high","med",550,350,"no","L27","no",5,2.18136002436091,0
111177,"5052","low","high",475,400,"uncertain","L27","no",5,2.03654362082486,0
111178,"6063","high","low",525,500,"no","Argon-Industries","no",2,1.97702851207013,0
111179,"2024-T3","high","low",525,325,"no","Argon-Industries","no",2,2.04722209967011,1
111180,"2224","low","med",400,450,"yes","Argon-Industries","no",5,1.86330917341217,0
111181,"5052","high","low",575,450,"no","L27","no",2,1.69114415588866,1
111182,"7055","high","high",525,425,"uncertain","L27","no",3,1.66855984267713,1
111183,"2024-T3","low","low",450,500,"no","Argon-Industries","no",2,1.80369559270821,0
111184,"7075-T6","high","low",450,475,"no","L27","no",2,1.84436712608949,1
111185,"7075-T6","med","low",475,400,"no","L27","no",2,1.90162974987275,1
111186,"2024-T3","high","low",400,425,"no","MasterAlloys","no",5,1.99512856084393,0
111187,"6061","high","high",425,450,"no","Argon-Industries","no",5,1.87451305339335,0
111188,"7055","med","low",450,475,"yes","L27","no",2,1.7695244326686,0
111189,"7068","high","med",550,475,"no","Argon-Industries","no",2,2.0269240981018,1
111190,"6063","high","med",525,400,"no","L27","no",2,1.90517154158211,1
111191,"7055","high","high",500,500,"uncertain","Argon-Industries","no",2,1.78504759811967,1
111192,"7055","low","low",475,325,"yes","Argon-Industries","no",2,1.70979182770924,1
111193,"7055","high","high",500,500,"no","MasterAlloys","no",2,2.24172106802848,1
111194,"7068","low","med",550,450,"no","MasterAlloys","no",2,1.99663622321467,1
111195,"7055","med","low",525,325,"no","Argon-Industries","no",5,1.84945380660785,1
111196,"7475","high","med",550,450,"no","Argon-Industries","no",4,2.11385589831231,1
111197,"2324","high","high",425,350,"no","L27","no",2,1.85479561158689,1
111198,"5052","high","low",525,375,"no","Argon-Industries","no",2,2.05419172352347,1
111199,"2024-X","low","low",450,450,"yes","Argon-Industries","no",2,2.09334214219814,0
111200,"7055","low","low",450,300,"no","L27","no",2,1.95422974106956,0
111201,"2024-X","med","low",425,400,"no","L27","no",2,2.09492180378736,1
111202,"7055","high","med",500,400,"yes","MasterAlloys","no",2,1.89022898396421,0
111203,"7055","med","low",400,325,"uncertain","Argon-Industries","no",2,1.5903993143735,1
111204,"6061","high","med",400,350,"no","Argon-Industries","no",3,1.86582691856619,0
111205,"2224","med","low",475,450,"no","Argon-Industries","no",2,2.02010226050432,1
111206,"7068","high","high",550,375,"no","L27","no",2,2.04996370533246,1
111207,"7068","high","med",550,325,"no","MasterAlloys","no",4,2.0078412684918,1
111208,"2024-X","med","low",500,450,"no","L27","no",5,2.08442660385945,1
111209,"7068","high","med",525,400,"no","Argon-Industries","no",2,2.04478345021205,1
111210,"2024-T3","high","med",575,475,"no","Argon-Industries","no",4,1.89675738615185,1
111211,"2324","med","med",400,400,"no","Argon-Industries","no",4,2.01220467147169,0
111212,"5052","med","high",550,425,"no","MasterAlloys","no",3,2.06262165601491,1
111213,"2024-X","med","high",475,500,"no","Argon-Industries","no",5,2.02513190496024,0
111214,"7055","high","low",475,400,"no","Argon-Industries","no",2,2.13410787431659,1
111215,"2024-X","med","low",525,400,"yes","Argon-Industries","no",2,2.16208132319107,0
111216,"6063","high","high",500,325,"no","Argon-Industries","no",2,1.89508462194428,1
111217,"7055","high","med",525,300,"no","MasterAlloys","no",2,2.11011479517295,1
111218,"7475","high","low",475,375,"yes","MasterAlloys","no",5,1.92495582990292,0
111219,"7055","high","high",550,300,"no","Argon-Industries","no",4,1.69220092409887,0
111220,"7068","med","low",525,300,"no","L27","no",1,2.09691981768437,1
111221,"6063","med","med",550,400,"no","Argon-Industries","yes",2,1.8679136336325,0
111222,"2324","low","low",475,500,"uncertain","Argon-Industries","no",5,1.95131961592272,0
111223,"2024-X","high","low",600,375,"no","Argon-Industries","no",2,2.02819922326385,1
111224,"7075-T6","high","low",400,350,"no","L27","no",2,1.69077433378786,1
111225,"2024-X","high","med",575,400,"no","MasterAlloys","no",5,2.15099300618539,0
111226,"2024-X","med","low",600,400,"no","Argon-Industries","no",2,1.87599664056953,1
111227,"7055","low","low",525,300,"no","Argon-Industries","no",2,2.08549915540361,0
111228,"7475","low","low",400,450,"uncertain","Argon-Industries","no",1,2.06015451062097,0
111229,"7075-T6","med","low",550,500,"yes","L27","no",2,1.6848960960712,0
111230,"6061","low","low",475,500,"no","MasterAlloys","no",2,1.93219586832616,0
111231,"5052","high","low",425,475,"no","Argon-Industries","no",2,1.8936315454195,0
111232,"7075-T6","high","med",425,425,"uncertain","MasterAlloys","no",2,1.72188362330616,0
111233,"5052","high","low",600,325,"no","Argon-Industries","no",5,1.78151510434362,0
111234,"6061","med","high",475,475,"no","L27","no",2,2.08378266531792,1
111235,"6061","med","low",550,300,"no","MasterAlloys","no",2,2.0279012431697,1
111236,"7075-T6","low","med",600,425,"no","L27","no",5,2.07111355150377,1
111237,"2224","med","low",525,450,"no","Argon-Industries","no",2,1.79849694600204,1
111238,"2224","med","high",600,350,"no","Argon-Industries","no",2,2.11236589794598,0
111239,"6063","high","med",550,325,"no","MasterAlloys","no",5,2.15476798454885,0
111240,"7475","high","low",600,500,"no","L27","no",2,1.74847751416812,0
111241,"7475","med","low",400,475,"no","Argon-Industries","no",2,1.93358853325788,0
111242,"5052","low","low",575,400,"no","Argon-Industries","no",2,1.96757472467247,1
111243,"2324","high","low",600,375,"uncertain","Argon-Industries","no",5,1.9342534300984,0
111244,"2224","med","low",550,400,"no","L27","no",5,1.68383444251468,1
111245,"7475","high","low",425,425,"no","L27","no",2,1.84768983305797,1
111246,"2024-X","high","high",575,500,"no","Argon-Industries","no",4,1.83225024427732,1
111247,"7055","med","high",525,300,"yes","Argon-Industries","no",4,1.89365501587665,0
111248,"7055","med","low",600,450,"no","Argon-Industries","no",2,1.98811929989399,0
111249,"7055","med","high",425,425,"yes","L27","no",5,1.89715414382606,0
111250,"7068","med","med",600,450,"no","L27","no",2,2.04756361325775,1
111251,"7055","low","low",475,475,"no","L27","no",2,1.90005716174821,1
111252,"2324","low","med",600,375,"yes","Argon-Industries","no",5,1.98850691548869,0
111253,"2024-T3","med","low",400,350,"no","Argon-Industries","yes",5,2.21044642558757,0
111254,"2024-T3","high","low",500,400,"yes","Argon-Industries","no",5,1.97787015650166,0
111255,"6063","low","med",600,475,"no","L27","no",2,2.11827116380793,1
111256,"7475","high","low",525,475,"no","Argon-Industries","no",5,1.81200260862082,0
111257,"2324","low","low",500,500,"no","Argon-Industries","no",3,1.93676776128432,0
111258,"7068","med","low",450,325,"no","Argon-Industries","no",2,1.77724400211093,1
111259,"7475","low","med",500,450,"no","L27","yes",2,2.05613058210195,1
111260,"7055","high","low",450,350,"no","L27","no",2,2.08394832858844,1
111261,"7068","high","low",400,450,"no","Argon-Industries","no",5,1.6276888364492,0
111262,"6061","high","med",525,350,"no","Argon-Industries","no",5,2.16091646562709,0
111263,"7068","low","high",550,325,"yes","L27","no",1,1.77997514642467,1
111264,"2024-T3","high","med",525,400,"no","Argon-Industries","no",1,1.97449213051366,1
111265,"2024-X","med","low",550,350,"yes","Argon-Industries","no",2,2.05631735292057,1
111266,"6061","high","low",525,375,"uncertain","MasterAlloys","no",2,1.75704775681977,0
111267,"2224","high","high",425,475,"no","Argon-Industries","no",4,1.98104328704051,0
111268,"6061","med","med",450,300,"no","MasterAlloys","no",2,1.84852141298024,1
111269,"2024-X","low","med",450,375,"no","Argon-Industries","no",3,1.87074153627594,0
111270,"7475","med","high",425,500,"no","L27","no",2,1.98377750871953,1
111271,"6061","low","low",425,350,"uncertain","MasterAlloys","no",2,2.13827167798057,0
111272,"7055","low","low",525,325,"uncertain","L27","no",2,1.96599051429628,1
111273,"2024-T3","low","high",600,400,"no","MasterAlloys","no",4,1.71293597402078,0
111274,"7075-T6","low","med",525,500,"no","MasterAlloys","no",2,2.03310028141662,0
111275,"6061","high","low",575,375,"no","Argon-Industries","no",2,2.00033728555622,1
111276,"2024-X","high","high",600,475,"no","MasterAlloys","no",2,1.85633464699413,1
111277,"5052","med","low",575,325,"no","Argon-Industries","no",5,1.90279232668177,1
111278,"7075-T6","med","low",575,375,"no","MasterAlloys","no",2,1.98657943375102,1
111279,"2024-X","med","low",450,400,"yes","Argon-Industries","no",2,1.89882819692856,0
111280,"7068","high","low",600,500,"no","Argon-Industries","no",2,2.05156601651178,0
111281,"2324","low","low",500,475,"no","Argon-Industries","no",1,1.81425758385822,1
111282,"7075-T6","high","low",525,325,"no","L27","no",2,2.01352891972895,1
111283,"7055","low","high",450,325,"no","MasterAlloys","no",5,1.9916694572021,1
111284,"6061","high","low",425,350,"no","MasterAlloys","no",5,1.95618402183182,1
111285,"2224","low","low",475,475,"no","L27","no",5,2.07623944038675,1
111286,"2024-T3","med","low",525,500,"no","Argon-Industries","no",5,1.75853966657098,0
111287,"2024-X","low","low",425,300,"no","Argon-Industries","no",2,2.16488309476157,1
111288,"6063","med","high",450,350,"no","Argon-Industries","no",5,1.88815170083911,0
111289,"2024-T3","high","high",450,350,"no","L27","no",5,1.80430704788384,1
111290,"7075-T6","med","low",575,300,"no","L27","no",2,2.18322105975272,1
111291,"2324","high","med",425,425,"uncertain","Argon-Industries","no",4,1.97947638553693,0
111292,"6063","high","med",500,375,"no","L27","no",1,2.0200533930444,1
111293,"6063","med","high",550,300,"no","L27","no",2,1.69104614113495,1
111294,"7055","med","low",475,350,"no","MasterAlloys","no",2,1.85850799488537,1
111295,"7475","high","med",475,375,"no","MasterAlloys","no",2,2.01277913921949,0
111296,"2024-X","med","low",600,300,"uncertain","Argon-Industries","no",5,1.99355286007252,0
111297,"7075-T6","med","med",550,450,"yes","Argon-Industries","no",5,1.99363283727593,0
111298,"2024-X","high","low",600,325,"no","Argon-Industries","no",5,1.74438781418101,1
111299,"7055","low","low",575,450,"uncertain","Argon-Industries","no",5,1.80882700307315,0
111300,"2024-X","high","low",425,325,"no","Argon-Industries","no",4,2.18555929680504,0
111301,"6061","low","low",450,350,"uncertain","L27","no",5,1.84533548652171,0
111302,"2024-X","med","med",600,325,"no","MasterAlloys","no",2,1.94734627521212,1
111303,"2324","low","med",550,400,"yes","MasterAlloys","no",4,1.88612509598427,0
111304,"7068","low","high",450,450,"no","Argon-Industries","no",5,2.1694115873363,0
111305,"6061","low","low",400,475,"yes","Argon-Industries","no",2,1.94046301971351,0
111306,"7055","med","low",525,350,"no","L27","no",2,1.84279369515154,1
111307,"6063","low","low",475,450,"no","Argon-Industries","no",2,2.02428430753631,0
111308,"7055","low","low",550,425,"no","Argon-Industries","no",3,1.6829566876636,0
111309,"2024-T3","high","low",450,425,"no","Argon-Industries","yes",2,2.08972631475071,1
111310,"7068","low","high",425,375,"uncertain","L27","no",2,1.95825662002142,0
111311,"5052","low","low",450,450,"no","Argon-Industries","no",2,1.92530293747792,1
111312,"2324","med","med",425,425,"no","MasterAlloys","no",5,2.0325879900023,0
111313,"7068","high","low",575,400,"no","Argon-Industries","no",2,1.85035980287688,1
111314,"7075-T6","low","med",600,350,"no","Argon-Industries","no",4,1.95767171769259,0
111315,"7068","high","med",575,400,"no","MasterAlloys","no",2,2.03987054675946,1
111316,"2024-T3","med","high",550,375,"no","Argon-Industries","no",2,2.14703926010443,1
111317,"2024-X","high","high",425,450,"no","Argon-Industries","yes",2,2.09447671671126,0
111318,"2024-X","high","low",600,425,"no","Argon-Industries","no",2,1.97131409358848,1
111319,"2324","high","high",475,350,"no","Argon-Industries","no",1,1.99118237063288,0
111320,"7055","med","low",450,400,"yes","MasterAlloys","no",2,1.84685028300337,0
111321,"6061","high","low",550,450,"no","Argon-Industries","no",2,1.85023883921545,0
111322,"2324","med","med",550,300,"no","MasterAlloys","no",2,2.1156022579788,0
111323,"7075-T6","high","high",600,300,"no","L27","no",2,1.86256627704733,0
111324,"7475","low","low",400,400,"no","L27","no",2,1.87392967425475,1
111325,"2024-X","med","low",525,500,"no","MasterAlloys","no",4,2.0875156721124,1
111326,"7075-T6","high","low",550,425,"no","Argon-Industries","no",2,1.84065782702352,0
111327,"7475","high","low",525,400,"uncertain","L27","yes",4,1.87282366941412,0
111328,"2324","high","low",550,325,"no","L27","no",5,1.98528082739716,1
111329,"2324","med","low",425,375,"no","L27","no",2,1.75781174146995,1
111330,"6061","high","med",475,450,"no","Argon-Industries","no",2,2.01883933868009,1
111331,"6061","med","low",600,500,"uncertain","L27","no",2,2.18438501743271,1
111332,"7068","med","med",525,425,"no","Argon-Industries","no",2,2.11673015218898,1
111333,"2324","high","med",425,400,"no","L27","no",4,1.87922242014311,1
111334,"2024-T3","med","low",400,300,"no","L27","yes",5,1.94619171379364,0
111335,"6063","low","high",475,325,"no","Argon-Industries","no",2,2.19879701793802,0
111336,"2024-T3","med","high",425,425,"uncertain","MasterAlloys","no",2,1.76778874404407,0
111337,"2024-X","high","low",550,375,"no","MasterAlloys","no",5,2.21055843842654,0
111338,"7055","high","med",600,375,"no","Argon-Industries","no",5,1.79981604996439,0
111339,"6061","high","med",450,475,"no","Argon-Industries","no",1,2.17679623684608,1
111340,"7055","high","low",400,450,"no","Argon-Industries","no",2,2.04524964329532,0
111341,"6061","med","low",575,425,"no","MasterAlloys","no",2,2.05222973089277,1
111342,"2324","high","low",400,425,"yes","Argon-Industries","no",2,1.78274661327184,0
111343,"6063","high","high",425,425,"no","L27","no",1,2.00142538292567,1
111344,"6063","high","low",425,475,"no","Argon-Industries","no",2,1.96575810615818,1
111345,"2324","low","med",475,425,"no","Argon-Industries","no",5,2.0219142928244,0
111346,"7068","med","low",425,400,"yes","Argon-Industries","no",5,1.80083794861094,0
111347,"5052","med","med",575,325,"no","L27","no",2,2.1287940982705,1
111348,"2324","high","high",425,450,"no","Argon-Industries","no",5,1.90408512887427,0
111349,"6063","med","low",600,500,"no","L27","no",5,1.91707542480282,0
111350,"6063","high","high",525,475,"no","MasterAlloys","no",5,2.08968165364889,0
111351,"7068","high","high",575,425,"no","L27","no",5,1.71857498901855,1
111352,"6061","high","low",425,400,"no","Argon-Industries","no",1,1.83840218435639,1
111353,"7068","med","low",475,400,"no","L27","no",2,1.88154724817629,1
111354,"2324","high","low",475,375,"uncertain","Argon-Industries","no",2,2.12008370318575,0
111355,"5052","med","med",425,400,"no","L27","no",5,1.94014902858286,0
111356,"6061","low","med",600,350,"no","Argon-Industries","no",2,1.74497845842327,1
111357,"7068","low","med",550,500,"no","Argon-Industries","no",2,2.00577864501437,1
111358,"2324","low","low",525,500,"no","L27","no",4,1.92164264917651,1
111359,"2324","med","high",400,325,"no","Argon-Industries","no",5,2.05128907756088,0
111360,"7055","low","med",475,375,"no","L27","no",2,2.05099152446387,1
111361,"6061","med","low",525,500,"no","L27","no",3,1.86215731762359,0
111362,"6063","high","high",575,450,"yes","L27","no",2,1.95892053412364,1
111363,"7475","high","med",600,300,"no","Argon-Industries","no",2,1.80824922362047,0
111364,"7075-T6","high","high",425,375,"yes","L27","no",3,1.9002761094501,0
111365,"7055","high","med",500,500,"no","MasterAlloys","no",5,2.11878926113762,0
111366,"6061","high","low",500,400,"no","MasterAlloys","no",5,1.95607470570166,0
111367,"2024-X","med","med",475,375,"no","MasterAlloys","no",3,1.80682785586016,1
111368,"5052","high","high",500,325,"yes","Argon-Industries","no",5,1.83392924574233,0
111369,"5052","high","med",525,500,"no","Argon-Industries","no",2,2.07371558743163,1
111370,"5052","med","low",600,475,"uncertain","MasterAlloys","no",2,1.87962777341492,1
111371,"7475","med","low",575,400,"no","L27","no",2,1.71878516534433,1
111372,"7475","med","low",550,425,"no","L27","no",5,1.78597541572637,1
111373,"7055","low","med",525,400,"no","Argon-Industries","no",2,1.76460499316174,1
111374,"2224","low","med",425,300,"no","Argon-Industries","no",2,2.02882641204952,0
111375,"7055","med","low",600,350,"no","L27","no",2,1.83621388590432,0
111376,"7075-T6","med","low",500,425,"no","MasterAlloys","no",2,1.74868527425369,1
111377,"6061","med","low",475,450,"uncertain","MasterAlloys","no",5,1.93005503297065,0
111378,"7068","low","med",425,375,"yes","MasterAlloys","no",4,2.06393456029524,0
111379,"7055","high","high",450,450,"no","MasterAlloys","no",5,1.812947352497,0
111380,"6061","low","low",575,450,"no","Argon-Industries","no",2,1.97680119210618,1
111381,"7055","high","low",425,400,"no","Argon-Industries","no",2,1.49940286843217,1
111382,"2224","high","low",425,475,"no","MasterAlloys","no",5,1.98352254498029,0
111383,"2024-T3","low","low",425,450,"no","L27","no",2,1.82155301902971,1
111384,"2224","high","med",550,400,"no","Argon-Industries","no",5,1.91149976429424,0
111385,"2024-T3","med","low",475,450,"yes","Argon-Industries","no",3,2.03363123156416,0
111386,"6063","high","high",575,350,"no","L27","no",5,1.81313494826232,1
111387,"2324","high","high",475,300,"no","Argon-Industries","no",2,2.05307960527604,0
111388,"6061","high","high",525,350,"no","Argon-Industries","no",5,1.67210761482249,0
111389,"6061","med","low",550,325,"uncertain","Argon-Industries","no",2,1.96795460438714,1
111390,"5052","low","low",425,425,"no","Argon-Industries","yes",5,1.70567015905496,0
111391,"7475","low","low",600,425,"no","MasterAlloys","no",5,1.86987095926533,0
111392,"6061","high","low",575,425,"no","Argon-Industries","no",5,1.93900034871136,0
111393,"6063","high","high",600,375,"no","MasterAlloys","no",5,1.97569290607833,0
111394,"5052","med","low",575,300,"uncertain","MasterAlloys","no",4,1.78098483769984,0
111395,"2224","low","low",525,425,"no","Argon-Industries","no",5,1.70276239297913,0
111396,"7068","high","med",400,425,"yes","L27","no",5,2.1591362015073,0
111397,"2224","low","med",425,475,"no","Argon-Industries","no",2,2.07634126362586,0
111398,"2324","low","low",600,500,"no","MasterAlloys","no",2,2.03465929176637,1
111399,"7068","med","high",525,300,"uncertain","L27","no",5,1.60679978885114,1
111400,"6063","high","low",575,350,"no","Argon-Industries","no",2,1.98657765277019,1
111401,"2224","high","med",525,325,"no","Argon-Industries","no",2,1.98276884791869,0
111402,"2024-T3","high","high",600,325,"no","Argon-Industries","no",5,2.07455479161898,0
111403,"2024-X","high","low",525,425,"yes","Argon-Industries","yes",2,2.03058990492857,0
111404,"6061","low","low",575,325,"no","Argon-Industries","yes",2,2.11690548016847,1
111405,"2224","high","low",425,300,"uncertain","Argon-Industries","no",4,1.64879736404757,0
111406,"7475","low","med",425,300,"no","MasterAlloys","no",2,1.90705579336422,0
111407,"2024-T3","low","high",400,500,"yes","L27","no",2,2.08629065533452,1
111408,"7075-T6","low","low",450,450,"no","Argon-Industries","no",5,1.80930331747723,1
111409,"7055","low","med",500,375,"no","Argon-Industries","no",4,1.94099611956421,0
111410,"6061","high","high",425,450,"no","MasterAlloys","no",1,1.98915112721101,1
111411,"7075-T6","high","low",500,500,"yes","Argon-Industries","no",2,2.18113260520583,0
111412,"2024-X","high","med",425,425,"no","Argon-Industries","no",2,2.03273059561952,1
111413,"7075-T6","high","low",500,500,"no","MasterAlloys","no",2,2.09737599759727,1
111414,"2224","high","med",525,500,"yes","Argon-Industries","no",3,1.86734307018793,0
111415,"7055","med","med",400,475,"yes","Argon-Industries","no",1,1.94412094646969,0
111416,"7068","med","med",425,375,"no","MasterAlloys","no",2,1.95635071799088,0
111417,"2024-T3","high","high",475,325,"no","Argon-Industries","no",2,2.10444005920899,1
111418,"7075-T6","med","high",550,450,"no","MasterAlloys","no",4,1.88050133747706,1
111419,"7055","high","med",425,325,"uncertain","Argon-Industries","no",3,1.90238425710603,1
111420,"5052","low","high",575,375,"uncertain","Argon-Industries","no",5,1.65940068126981,0
111421,"2024-T3","med","low",425,500,"yes","L27","no",5,2.14198382140421,0
111422,"6061","high","high",500,450,"yes","Argon-Industries","no",5,1.8772391605819,0
111423,"7055","med","low",525,450,"yes","Argon-Industries","no",4,2.11056234563519,0
111424,"2024-X","high","med",475,400,"no","Argon-Industries","no",2,1.7950586223458,0
111425,"6063","med","low",500,350,"no","L27","no",2,1.95698492935509,1
111426,"2324","low","low",500,325,"no","Argon-Industries","no",5,1.65236738939698,0
111427,"5052","low","low",450,500,"no","L27","no",5,1.87177548551976,0
111428,"6063","low","med",600,425,"yes","L27","no",2,1.65920860619195,1
111429,"7075-T6","high","high",550,300,"no","Argon-Industries","no",2,1.77888710247893,0
111430,"2224","high","high",525,500,"no","Argon-Industries","no",5,1.86301256246906,0
111431,"2024-X","med","low",475,475,"no","L27","no",2,1.75666123586632,1
111432,"7055","high","low",600,425,"no","Argon-Industries","no",2,2.00930071850283,1
111433,"2224","high","high",500,350,"no","Argon-Industries","no",2,1.89513923227897,1
111434,"7068","med","low",525,475,"no","L27","no",1,2.05532828207784,1
111435,"2024-T3","med","low",525,300,"no","Argon-Industries","no",2,2.10073412743458,1
111436,"2024-T3","high","high",475,300,"no","Argon-Industries","no",5,1.89446250417156,0
111437,"5052","high","high",550,400,"no","MasterAlloys","no",2,2.10661624848877,1
111438,"2324","med","med",500,425,"no","Argon-Industries","no",2,1.69814740195266,1
111439,"7475","med","med",475,475,"uncertain","Argon-Industries","no",2,2.13107947202865,0
111440,"7055","high","high",425,450,"no","L27","no",2,1.93404604183827,1
111441,"2024-X","high","low",600,300,"no","MasterAlloys","no",5,2.10568896043873,0
111442,"7068","high","low",400,425,"no","Argon-Industries","no",1,2.1042382300046,0
111443,"5052","low","med",425,500,"no","L27","no",4,2.03303537846449,0
111444,"6063","med","low",475,325,"uncertain","L27","no",4,2.1503192067263,1
111445,"7075-T6","high","high",525,300,"uncertain","L27","no",5,1.42674697599392,0
111446,"5052","high","low",525,400,"no","L27","no",5,1.69916773281622,1
111447,"2024-T3","low","low",400,375,"no","Argon-Industries","no",2,1.95019155577376,0
111448,"2024-X","high","low",400,300,"yes","L27","no",2,1.98352636754315,0
111449,"7055","high","med",425,450,"uncertain","Argon-Industries","no",2,1.87716153622385,0
111450,"5052","high","low",575,425,"no","Argon-Industries","no",4,2.09037762722363,0
111451,"7055","high","low",500,450,"no","L27","no",5,2.00428643822063,1
111452,"6061","low","low",600,350,"no","L27","no",2,1.97346405738195,1
111453,"2024-X","low","low",550,500,"no","MasterAlloys","no",2,1.85569547726038,1
111454,"2024-T3","high","low",400,475,"no","L27","no",5,1.98830222063755,0
111455,"2324","high","med",475,450,"no","Argon-Industries","no",2,2.08685731072317,0
111456,"7055","med","low",450,500,"no","MasterAlloys","no",2,2.13487769697367,0
111457,"7075-T6","med","med",500,400,"no","Argon-Industries","no",2,1.63925230133559,1
111458,"7055","med","med",400,300,"yes","Argon-Industries","no",5,1.88977212712052,0
111459,"2324","low","high",400,450,"no","Argon-Industries","no",5,1.60012956053857,0
111460,"7075-T6","low","med",475,375,"no","Argon-Industries","no",1,1.85946501169279,0
111461,"6063","high","low",550,375,"no","Argon-Industries","no",2,1.97276632880155,1
111462,"2024-X","high","high",400,450,"no","MasterAlloys","no",5,2.02994667072917,0
111463,"6063","med","low",550,350,"no","MasterAlloys","no",5,2.17771774986766,0
111464,"7068","med","low",425,350,"yes","MasterAlloys","no",2,2.0477946143485,1
111465,"2324","high","low",550,300,"no","L27","no",5,2.15907916850857,0
111466,"2024-X","high","med",575,500,"yes","L27","no",2,1.73148397230398,0
111467,"7068","low","low",575,400,"no","MasterAlloys","no",2,1.94278555475789,1
111468,"2224","high","med",425,475,"uncertain","L27","yes",2,1.91450893730322,0
111469,"2324","med","low",500,325,"no","L27","no",4,1.85040834116361,1
111470,"2224","med","low",400,325,"no","Argon-Industries","no",2,1.7774038414848,1
111471,"7055","high","high",500,500,"no","Argon-Industries","no",2,1.78947993393268,1
111472,"6063","high","med",600,425,"uncertain","Argon-Industries","no",5,2.0543922196959,0
111473,"5052","high","low",425,475,"no","Argon-Industries","no",2,2.13242345954584,0
111474,"6061","low","high",600,300,"no","L27","no",4,1.95020740288937,0
111475,"6063","high","low",500,450,"no","Argon-Industries","no",2,2.11144505789476,1
111476,"7055","low","low",600,375,"yes","L27","no",1,2.00682278926024,1
111477,"2224","high","low",500,425,"yes","Argon-Industries","no",1,2.14274904498806,0
111478,"2224","high","low",400,375,"no","Argon-Industries","no",2,1.95765908222978,1
111479,"2224","high","low",600,400,"no","MasterAlloys","no",2,1.95277861683867,1
111480,"2224","high","med",575,475,"no","L27","no",2,1.93296535839053,1
111481,"6063","med","low",600,350,"no","Argon-Industries","no",4,1.63479395567477,1
111482,"6061","high","med",475,475,"no","L27","no",2,1.91160095636228,0
111483,"6061","high","low",500,450,"uncertain","L27","no",2,1.78026944796186,1
111484,"5052","high","low",600,375,"no","Argon-Industries","no",5,1.95721275633449,0
111485,"7055","high","med",550,450,"no","L27","no",3,1.76055272712739,1
111486,"7055","med","low",450,450,"no","MasterAlloys","no",2,2.08734125650393,0
111487,"2224","med","low",550,450,"no","Argon-Industries","yes",5,1.90157495692959,0
111488,"7475","high","low",575,425,"yes","L27","no",5,1.72768629415969,1
111489,"2324","high","med",550,475,"no","Argon-Industries","no",5,2.18549807895904,0
111490,"7055","high","low",575,300,"no","Argon-Industries","no",5,2.02944713998258,0
111491,"7068","low","low",475,375,"no","L27","no",2,2.11045340733631,1
111492,"7475","high","high",600,375,"uncertain","Argon-Industries","no",3,1.62119040083745,0
111493,"2024-T3","low","med",550,475,"yes","L27","no",4,1.72143922001162,0
111494,"2024-T3","med","med",450,375,"yes","Argon-Industries","no",2,1.93979760796666,0
111495,"2024-T3","high","high",500,450,"no","L27","no",2,2.01957980419252,1
111496,"7068","high","high",525,450,"uncertain","Argon-Industries","no",5,1.92692438428225,1
111497,"7075-T6","high","med",400,325,"no","Argon-Industries","no",5,1.89858878865633,0
111498,"2024-T3","med","high",500,375,"no","Argon-Industries","no",2,1.92089248594915,1
111499,"2024-X","med","low",475,400,"no","Argon-Industries","no",5,1.68504799076801,0
111500,"7068","high","low",525,375,"no","Argon-Industries","no",3,2.0182377563195,1
111501,"7075-T6","low","low",500,375,"no","Argon-Industries","no",2,2.11062924195544,1
111502,"2024-X","high","med",575,300,"no","Argon-Industries","yes",2,2.0581605755155,0
111503,"5052","low","low",600,500,"no","Argon-Industries","no",2,2.15380984061743,0
111504,"5052","low","high",575,375,"no","Argon-Industries","no",2,1.93213123462647,1
111505,"7068","high","low",400,425,"yes","L27","no",4,1.7556784326017,0
111506,"2024-X","low","high",550,350,"no","L27","no",5,1.99276378041006,0
111507,"2024-X","low","med",525,450,"no","MasterAlloys","no",3,1.94265469180341,1
111508,"2024-X","high","high",550,325,"no","L27","no",5,2.07653887650353,0
111509,"7075-T6","high","low",575,450,"no","Argon-Industries","no",5,1.82213653486523,1
111510,"6063","high","high",550,475,"no","Argon-Industries","no",2,1.89400285146746,1
111511,"6063","med","low",600,375,"no","Argon-Industries","no",2,1.96129842412677,0
111512,"7075-T6","high","low",600,300,"yes","L27","yes",2,1.80386390859252,0
111513,"5052","med","low",475,350,"no","Argon-Industries","no",5,1.79123547158165,0
111514,"2324","med","med",500,450,"uncertain","L27","no",2,1.8700064425316,1
111515,"7075-T6","med","med",400,375,"no","L27","no",5,2.02668635051998,0
111516,"7068","med","low",550,375,"no","Argon-Industries","no",2,1.91449170577271,1
111517,"7475","med","med",475,425,"yes","Argon-Industries","no",5,1.65921770227387,0
111518,"7055","high","med",600,350,"yes","Argon-Industries","no",2,1.87835219462332,0
111519,"7475","high","low",475,375,"no","Argon-Industries","no",2,1.84263509079617,0
111520,"2024-X","low","low",425,350,"no","L27","no",5,2.20526531831714,1
111521,"7475","low","low",525,350,"yes","MasterAlloys","no",5,1.99614880705219,0
111522,"6061","high","high",475,325,"no","Argon-Industries","no",2,2.04353979463619,1
111523,"7055","high","high",575,375,"no","Argon-Industries","yes",5,1.90003275978215,0
111524,"2224","med","med",550,325,"no","Argon-Industries","no",4,2.18240308331682,1
